#  aims_uuid : 801F5DB6-E91F-4837-A2B7-C77DE77A6E67                                
# Angular momentum resolved density for species Oas calculated by FHI-aims
# The energy reference for this output is the chemical potential, mu =       -5.999441 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       14.53797915        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.55799917        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.57801919        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.59803921        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.61805923        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.63807925        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.65809927        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.67811929        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.69813931        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.71815933        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.73817935        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.75819937        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.77821939        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.79823941        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.81825943        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.83827945        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.85829947        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.87831949        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.89833951        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.91835953        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.93837955        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.95839957        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.97841959        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       14.99843961        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.01845963        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.03847965        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.05849967        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.07851969        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.09853971        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.11855973        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.13857975        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.15859977        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.17861979        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.19863981        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.21865983        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.23867985        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.25869987        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.27871989        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.29873991        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.31875993        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.33877995        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.35879997        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.37881999        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.39884001        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.41886003        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.43888005        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.45890007        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.47892009        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.49894011        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.51896013        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.53898015        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.55900017        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.57902019        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.59904021        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.61906023        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.63908025        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.65910027        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.67912029        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.69914031        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.71916033        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.73918035        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.75920037        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.77922039        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.79924041        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.81926043        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.83928045        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.85930047        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.87932049        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.89934051        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.91936053        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.93938055        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.95940057        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.97942059        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       15.99944061        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
